0	0	1.5
0	19	1.5
0	27	1.5
0	35	2
0	43	0
0	51	2.8
0	59	3.3
0	67	3.3
0	75	4.1
1	3	1.5
1	22	1.5
1	30	0
1	38	2
1	46	0
1	54	0
1	62	3.3
1	70	0
1	78	4.1
2	6	1.5
2	25	1.5
2	33	2
2	41	2
2	49	2.8
2	57	0
2	65	3.3
2	73	4.1
3	1	1.5
3	20	1.5
3	28	0
3	36	2
3	44	0
3	52	2.8
3	60	3.3
3	68	0
3	76	4.1
4	4	1.5
4	23	1.5
4	31	2
4	39	2
4	47	2.8
4	55	0
4	63	3.3
4	71	0
4	79	4.1
5	18	1.5
5	26	1.5
5	34	2
5	42	2
5	50	2.8
5	58	3.3
5	66	3.3
5	74	4.1
6	2	1.5
6	21	1.5
6	29	0
6	37	2
6	45	0
6	53	2.8
6	61	3.3
6	69	0
6	77	4.1
7	5	1.5
7	24	1.5
7	32	2
7	40	2
7	48	2.8
7	56	0
7	64	3.3
7	72	4.1
8	0	1.5
8	19	1.5
8	27	1.5
8	35	2
8	43	0
8	51	2.8
8	59	3.3
8	67	3.3
8	75	4.1
9	3	1.5
9	22	1.5
9	30	0
9	38	2
9	46	0
9	54	2.8
9	62	3.3
9	70	0
9	78	4.1
10	6	1.5
10	25	1.5
10	33	2
10	41	2
10	49	2.8
10	57	0
10	65	3.3
10	73	4.1
11	1	1.5
11	20	1.5
11	28	0
11	36	2
11	44	0
11	52	2.8
11	60	3.3
11	68	3.3
11	76	4.1
12	4	1.5
12	23	1.5
12	31	2
12	39	2
12	47	2.8
12	55	0
12	63	3.3
12	71	0
12	79	4.1
13	18	1.5
13	26	1.5
13	34	2
13	42	2
13	50	2.8
13	58	3.3
13	66	3.3
13	74	4.1
14	2	1.5
14	21	1.5
14	29	0
14	37	2
14	45	0
14	53	2.8
14	61	3.3
14	69	0
14	77	4.1
15	5	1.5
15	24	1.5
15	32	2
15	40	2
15	48	2.8
15	56	0
15	64	3.3
15	72	4.1
16	0	1.5
16	19	1.5
16	27	1.5
16	35	2
16	43	0
16	51	2.8
16	59	3.3
16	67	3.3
16	75	4.1
17	3	1.5
17	22	1.5
17	30	0
17	38	2
17	46	0
17	54	2.8
17	62	3.3
17	70	0
17	78	4.1
18	6	1.5
18	25	1.5
18	33	2
18	41	2
18	49	2.8
18	57	0
18	65	3.3
18	73	4.1
19	1	1.5
19	20	1.5
19	28	0
19	36	2
19	44	0
19	52	2.8
19	60	3.3
19	68	3.3
19	76	4.1
20	4	1.5
20	23	1.5
20	31	2
20	39	2
20	47	2.8
20	55	0
20	63	3.3
20	71	0
20	79	4.1
21	18	1.5
21	26	1.5
21	34	2
21	42	2
21	50	2.8
21	58	3.3
21	66	3.3
21	74	4.1
22	2	1.5
22	21	1.5
22	29	0
22	37	2
22	45	0
22	53	2.8
22	61	3.3
22	69	0
22	77	4.1
23	5	1.5
23	24	1.5
23	32	2
23	40	2
23	48	2.8
23	56	0
23	64	3.3
23	72	0
24	0	1.5
24	19	1.5
24	27	0
24	35	2
24	43	0
24	51	2.8
24	59	3.3
24	67	3.3
24	75	4.1
25	3	1.5
25	22	1.5
25	30	0
25	38	2
25	46	0
25	54	2.8
25	62	3.3
25	70	0
25	78	4.1
26	6	1.5
26	25	1.5
26	33	2
26	41	2
26	49	2.8
26	57	0
26	65	3.3
26	73	4.1
27	1	1.5
27	20	1.5
27	28	0
27	36	2
27	44	0
27	52	2.8
27	60	3.3
27	68	3.3
27	76	4.1
28	4	1.5
28	23	1.5
28	31	2
28	39	2
28	47	2.8
