0	0	1.5
2	0	1.5
4	0	1.5
6	0	1.5
8	0	1.5
10	0	1.5
12	0	1.5
14	0	1.5
16	0	1.5
18	0	1.5
20	0	1.5
22	0	1.5
24	0	1.5
26	0	1.5
28	0	1.5
30	0	1.5
32	0	1.5
34	0	1.5
36	0	1.5
38	0	1.5
40	0	1.5
42	0	1.5
44	0	1.5
46	0	1.5
48	0	1.5
50	0	1.5
52	0	1.5
54	0	1.5
56	0	1.5
58	0	1.5
60	0	1.5
62	0	1.5
64	0	1.5
66	0	1.5
68	0	1.5
70	0	1.5
72	0	1.5
74	0	1.5
76	0	1.5
78	0	1.5
80	0	1.5
82	0	1.5
84	0	1.5
86	0	1.5
88	0	1.5
90	0	1.5
92	0	1.5
94	0	1.5
96	0	1.5
98	0	1.5
100	0	1.5
102	0	1.5
104	0	1.5
106	0	1.5
108	0	1.5
110	0	1.5
112	0	1.5
114	0	1.5
116	0	1.5
118	0	1.5
120	0	1.5
122	0	1.5
124	0	1.5
126	0	1.5
128	0	1.5
130	0	1.5
132	0	1.5
134	0	1.5
136	0	1.5
138	0	1.5
140	0	1.5
142	0	1.5
144	0	1.5
146	0	1.5
148	0	1.5
150	0	1.5
152	0	1.5
154	0	1.5
156	0	1.5
0	1	1.5
2	1	1.5
4	1	1.5
6	1	1.5
8	1	1.5
10	1	1.5
12	1	1.5
14	1	1.5
16	1	1.5
18	1	1.5
20	1	1.5
22	1	1.5
24	1	1.5
26	1	1.5
28	1	1.5
30	1	1.5
32	1	1.5
34	1	1.5
36	1	1.5
38	1	1.5
40	1	1.5
42	1	1.5
44	1	1.5
46	1	1.5
48	1	1.5
50	1	1.5
52	1	1.5
54	1	1.5
56	1	1.5
58	1	1.5
60	1	1.5
62	1	1.5
64	1	1.5
66	1	1.5
68	1	1.5
70	1	1.5
72	1	1.5
74	1	1.5
76	1	1.5
78	1	1.5
80	1	1.5
82	1	1.5
84	1	1.5
86	1	1.5
88	1	1.5
90	1	1.5
92	1	1.5
94	1	1.5
96	1	1.5
98	1	1.5
100	1	1.5
102	1	1.5
104	1	1.5
106	1	1.5
108	1	1.5
110	1	1.5
112	1	1.5
114	1	1.5
116	1	1.5
118	1	1.5
120	1	1.5
122	1	1.5
124	1	1.5
126	1	1.5
128	1	1.5
130	1	1.5
132	1	1.5
134	1	1.5
136	1	1.5
138	1	1.5
140	1	1.5
142	1	1.5
144	1	1.5
146	1	1.5
148	1	1.5
150	1	1.5
152	1	1.5
154	1	1.5
156	1	1.5
0	2	1.5
2	2	1.5
4	2	1.5
6	2	1.5
8	2	1.5
10	2	1.5
12	2	1.5
14	2	1.5
16	2	1.5
18	2	1.5
20	2	1.5
22	2	1.5
24	2	1.5
26	2	1.5
28	2	1.5
30	2	1.5
32	2	1.5
34	2	1.5
36	2	1.5
38	2	1.5
40	2	1.5
42	2	1.5
44	2	1.5
46	2	1.5
48	2	1.5
50	2	1.5
52	2	1.5
54	2	1.5
56	2	1.5
58	2	1.5
60	2	1.5
62	2	1.5
64	2	1.5
66	2	1.5
68	2	1.5
70	2	1.5
72	2	1.5
74	2	1.5
76	2	1.5
78	2	1.5
80	2	1.5
82	2	1.5
84	2	1.5
86	2	1.5
88	2	1.5
90	2	1.5
92	2	1.5
94	2	1.5
96	2	1.5
98	2	1.5
100	2	1.5
102	2	1.5
104	2	1.5
106	2	1.5
108	2	1.5
110	2	1.5
112	2	1.5
114	2	1.5
116	2	1.5
118	2	1.5
120	2	1.5
122	2	1.5
124	2	1.5
126	2	1.5
128	2	1.5
130	2	1.5
132	2	1.5
134	2	1.5
136	2	1.5
138	2	1.5
140	2	1.5
142	2	1.5
144	2	1.5
146	2	1.5
148	2	1.5
150	2	1.5
152	2	1.5
154	2	1.5
156	2	1.5
0	3	1.5
2	3	1.5
4	3	1.5
6	3	1.5
8	3	1.5
10	3	1.5
12	3	1.5
14	3	1.5
16	3	1.5
18	3	1.5
20	3	1.5
22	3	1.5
24	3	1.5
26	3	1.5
28	3	1.5
30	3	1.5
32	3	1.5
34	3	1.5
36	3	1.5
38	3	1.5
40	3	1.5
42	3	1.5
44	3	1.5
46	3	1.5
48	3	1.5
50	3	1.5
52	3	1.5
54	3	1.5
56	3	1.5
58	3	1.5
60	3	1.5
62	3	1.5
64	3	1.5
66	3	1.5
68	3	1.5
70	3	1.5
72	3	1.5
74	3	1.5
76	3	1.5
78	3	1.5
80	3	1.5
82	3	1.5
84	3	1.5
86	3	1.5
88	3	1.5
90	3	1.5
92	3	1.5
94	3	1.5
96	3	1.5
98	3	1.5
100	3	1.5
102	3	1.5
104	3	1.5
106	3	1.5
108	3	1.5
110	3	1.5
112	3	1.5
114	3	1.5
116	3	1.5
118	3	1.5
120	3	1.5
122	3	1.5
124	3	1.5
126	3	1.5
128	3	1.5
130	3	1.5
132	3	1.5
134	3	1.5
136	3	1.5
138	3	1.5
140	3	1.5
142	3	1.5
144	3	1.5
146	3	1.5
148	3	1.5
150	3	1.5
152	3	1.5
154	3	1.5
156	3	1.5
0	4	1.5
2	4	1.5
4	4	1.5
6	4	1.5
8	4	1.5
10	4	1.5
12	4	1.5
14	4	1.5
16	4	1.5
18	4	1.5
20	4	1.5
22	4	1.5
24	4	1.5
26	4	1.5
28	4	1.5
30	4	1.5
32	4	1.5
34	4	1.5
36	4	1.5
38	4	1.5
40	4	1.5
42	4	1.5
44	4	1.5
46	4	1.5
48	4	1.5
50	4	1.5
52	4	1.5
54	4	1.5
56	4	1.5
58	4	1.5
60	4	1.5
62	4	1.5
64	4	1.5
66	4	1.5
68	4	1.5
70	4	1.5
72	4	1.5
74	4	1.5
76	4	1.5
78	4	1.5
80	4	1.5
82	4	1.5
84	4	1.5
86	4	1.5
88	4	1.5
90	4	1.5
92	4	1.5
94	4	1.5
96	4	1.5
98	4	1.5
100	4	1.5
102	4	1.5
104	4	1.5
106	4	1.5
108	4	1.5
110	4	1.5
112	4	1.5
114	4	1.5
116	4	1.5
118	4	1.5
120	4	1.5
122	4	1.5
124	4	1.5
126	4	1.5
128	4	1.5
130	4	1.5
132	4	1.5
134	4	1.5
136	4	1.5
138	4	1.5
140	4	1.5
142	4	1.5
144	4	1.5
146	4	1.5
148	4	1.5
150	4	1.5
152	4	1.5
154	4	1.5
156	4	1.5
0	5	1.5
2	5	1.5
4	5	1.5
6	5	1.5
8	5	1.5
10	5	1.5
12	5	1.5
14	5	1.5
16	5	1.5
18	5	1.5
20	5	1.5
22	5	1.5
24	5	1.5
26	5	1.5
28	5	1.5
30	5	1.5
32	5	1.5
34	5	1.5
36	5	1.5
38	5	1.5
40	5	1.5
42	5	1.5
44	5	1.5
46	5	1.5
48	5	1.5
50	5	1.5
52	5	1.5
54	5	1.5
56	5	1.5
58	5	1.5
60	5	1.5
62	5	1.5
64	5	1.5
66	5	1.5
68	5	1.5
70	5	1.5
72	5	1.5
74	5	1.5
76	5	1.5
78	5	1.5
80	5	1.5
82	5	1.5
84	5	1.5
86	5	1.5
88	5	1.5
90	5	1.5
92	5	1.5
94	5	1.5
96	5	1.5
98	5	1.5
