-1        -1        0
-1        -0.9        0
-1        -0.8        0
-1        -0.7        0
-1        -0.6        0
-1        -0.5        0
-1        -0.4        0
-1        -0.3        0
-1        -0.2        0
-1        -0.1        0
-1        -1.38778e-16        0
-1        0.1        0
-1        0.2        0
-1        0.3        0
-1        0.4        0
-1        0.5        0
-1        0.6        0
-1        0.7        0
-1        0.8        0
-1        0.9        0
-1        1        0
-1        1.1        0
-1        1.2        0
-1        1.3        0
-1        1.4        0
-1        1.5        0
-1        1.6        0
-1        1.7        0
-1        1.8        0
-1        1.9        0
-1        2        0
-1        2.1        0
-1        2.2        0
-1        2.3        0
-1        2.4        0
-1        2.5        0
-1        2.6        0
-1        2.7        0
-1        2.8        0
-1        2.9        0
-0.9        -1        0
-0.9        -0.9        -0.130409
-0.9        -0.8        -0.0665473
-0.9        -0.7        -0.106941
-0.9        -0.6        -0.0625444
-0.9        -0.5        -0.0866045
-0.9        -0.4        -0.0554545
-0.9        -0.3        -0.0344368
-0.9        -0.2        -0.0480541
-0.9        -0.1        -0.0328051
-0.9        -1.38778e-16        -0.0413599
-0.9        0.1        -0.0302791
-0.9        0.2        -0.0226496
-0.9        0.3        -0.0276023
-0.9        0.4        -0.0220966
-0.9        0.5        -0.0250658
-0.9        0.6        -0.0212294
-0.9        0.7        -0.0189679
-0.9        0.8        -0.0202533
-0.9        0.9        -0.0191129
-0.9        1        -0.0192181
-0.9        1.1        -0.0191129
-0.9        1.2        -0.0202533
-0.9        1.3        -0.0189679
-0.9        1.4        -0.0212294
-0.9        1.5        -0.0250658
-0.9        1.6        -0.0220966
-0.9        1.7        -0.0276023
-0.9        1.8        -0.0226496
-0.9        1.9        -0.0302791
-0.9        2        -0.0413599
-0.9        2.1        -0.0328051
-0.9        2.2        -0.0480541
-0.9        2.3        -0.0344368
-0.9        2.4        -0.0554545
-0.9        2.5        -0.0866045
-0.9        2.6        -0.0625444
-0.9        2.7        -0.106941
-0.9        2.8        -0.0665473
-0.9        2.9        -0.130409
